book_id,title,author,genres
1636,"Iron Kissed (Mercy Thompson, #3)",Patricia Briggs,"urban-fantasy, fantasy, paranormal, werewolves, vampires"
1637,"Anna Dressed in Blood (Anna, #1)",Kendare Blake,"young-adult, horror, paranormal, ya, fantasy"
1638,"Temple of the Winds (Sword of Truth, #4)","Terry Goodkind, Dick Hill","fantasy, fiction, sword-of-truth, epic-fantasy, terry-goodkind"
1639,The True Confessions of Charlotte Doyle,Avi,"historical-fiction, young-adult, fiction, ya, adventure"
1640,A Reliable Wife,Robert Goolrick,"fiction, historical-fiction, book-club, historical, mystery"
1641,"Something Wicked This Way Comes (Green Town, #2)",Ray Bradbury,"horror, fantasy, fiction, classics, science-fiction"
1642,Song of Solomon,Toni Morrison,"fiction, classics, african-american, literature, historical-fiction"
1643,Red Storm Rising,Tom Clancy,"fiction, thriller, tom-clancy, military, war"
1644,Peace Like a River,Leif Enger,"fiction, book-club, historical-fiction, bookclub"
1645,Rant,Chuck Palahniuk,"fiction, science-fiction, chuck-palahniuk, contemporary"
1646,"Shadow of the Hegemon (Ender's Shadow, #2)",Orson Scott Card,"sci-fi, fiction, scifi, sci-fi-fantasy, fantasy"
1647,تراب الماس,أحمد مراد,"روايات, novels, احمد-مراد, أحمد-مراد"
1648,The Poky Little Puppy (A Little Golden Book),"Janette Sebring Lowrey, Gustaf Tenggren","childrens, picture-books, children-s-books, children, children-s"
1649,Tara Road,Maeve Binchy,"chick-lit, maeve-binchy, romance"
1650,The Call of the Wild/White Fang,Jack London,"classics, fiction, classic, adventure"
1651,"Ignite Me (Shatter Me, #3)",Tahereh Mafi,"dystopian, young-adult, dystopia, romance, fantasy"
1652,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",Ally Carter,"young-adult, ya, romance, series, mystery"
1653,"Blood Bound (Mercy Thompson, #2)",Patricia Briggs,"urban-fantasy, fantasy, paranormal, vampires, werewolves"
1654,"Cold Days (The Dresden Files, #14)",Jim Butcher,"fantasy, urban-fantasy, fiction, dresden-files, mystery"
1655,"The Friday Night Knitting Club (Friday Night Knitting Club, #1)",Kate Jacobs,"fiction, chick-lit"
1656,All Things Bright and Beautiful (All Creatures Great and Small),James Herriot,"non-fiction, animals, memoir, nonfiction, biography"
1657,Infinite Jest,David Foster Wallace,"fiction, classics, literature, to-buy, novels"
1658,"Tangled (Tangled, #1)",Emma Chase,"romance, contemporary, contemporary-romance, new-adult, funny"
1659,The Day of the Triffids,John Wyndham,"science-fiction, sci-fi, fiction, classics, horror"
1660,The Sisters Brothers,"Patrick deWitt, Marcelo Barbão","fiction, historical-fiction, western, book-club, historical"
1661,Secret Daughter,Shilpi Somaya Gowda,"fiction, book-club, india, contemporary, adoption"
1662,Fantastic Mr. Fox,"Roald Dahl, Quentin Blake","childrens, fiction, children, fantasy, children-s"
1663,Brida,"Paulo Coelho, Montserrat Mira","fiction, paulo-coelho, fantasy"
1664,A Room of One's Own,Virginia Woolf,"classics, non-fiction, feminism, nonfiction, essays"
1665,"Warbreaker (Warbreaker, #1)",Brandon Sanderson,"fantasy, fiction, brandon-sanderson, epic-fantasy, cosmere"
1666,Shakespeare's Sonnets,"William Shakespeare, Katherine Duncan-Jones","poetry, classics, shakespeare, classic, literature"
1667,What Happened to Goodbye,Sarah Dessen,"young-adult, ya, romance, contemporary, sarah-dessen"
1668,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"fantasy, young-adult, ya, favourites, series"
1669,"13 Little Blue Envelopes (Little Blue Envelope, #1)",Maureen Johnson,"young-adult, ya, contemporary, romance, fiction"
1670,Same Kind of Different as Me,"Ron Hall, Denver Moore, Lynn Vincent","non-fiction, nonfiction, christian, biography"
1671,Carry On,Rainbow Rowell,"ya, romance, fantasy, fiction, lgbtq"
1672,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World",Tracy Kidder,"non-fiction, nonfiction, biography, medicine, book-club"
1673,"Beneath This Man (This Man, #2)",Jodi Ellen Malpas,"romance, erotica, series, alpha-male, bdsm"
1674,"Prince of Thorns (The Broken Empire, #1)",Mark  Lawrence,"fantasy, fiction, dark-fantasy, epic-fantasy, series"
1675,The Book of Ruth,Jane Hamilton,fiction
1676,Galápagos,Kurt Vonnegut Jr.,"science-fiction, fiction, sci-fi, vonnegut, humor"
1677,Next,Michael Crichton,"fiction, science-fiction, sci-fi, thriller, michael-crichton"
1678,"The House of the Scorpion (Matteo Alacran, #1)",Nancy Farmer,"young-adult, science-fiction, ya, sci-fi, dystopia"
1679,Leaves of Grass,Walt Whitman,"classics, fiction, literature, american, rory-gilmore-reading-challenge"
1680,"Blue Dahlia (In the Garden, #1)",Nora Roberts,"romance, nora-roberts, fiction, paranormal, contemporary-romance"
1681,Lady Chatterley's Lover,"D.H. Lawrence, Doris Lessing, Chester Brown","classics, romance, classic, literature, 1001-books"
1682,"The Magician King (The Magicians, #2)",Lev Grossman,"fantasy, fiction, series, magic, urban-fantasy"
1683,Liar's Poker,Michael   Lewis,"business, finance, non-fiction, history, economics"
1684,The Richest Man in Babylon,George S. Clason,"business, finance, non-fiction, self-help, personal-finance"
1685,Salem Falls,Jodi Picoult,"fiction, jodi-picoult, contemporary, chick-lit, romance"
1686,Belgarath the Sorcerer,"David Eddings, Leigh Eddings","fantasy, fiction, david-eddings, epic-fantasy"
1687,The Great Dune Trilogy  ,Frank Herbert,"science-fiction, sci-fi, fiction"
1688,My Name Is Lucy Barton,"Elizabeth Strout, Goran Skrobonja","fiction, book-club, read-in-2016, literary-fiction, audiobooks"
1689,"Garden Spells (Waverley Family, #1)",Sarah Addison Allen,"fiction, fantasy, magical-realism, romance, chick-lit"
1690,"Ghost Story (The Dresden Files,  #13)",Jim Butcher,"fantasy, urban-fantasy, dresden-files, fiction, mystery"
1691,Narrative of the Life of Frederick Douglass,Frederick Douglass,"non-fiction, history, classics, biography, nonfiction"
1692,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,"Greg Behrendt, Liz Tuccillo","non-fiction, self-help, nonfiction, chick-lit, relationships"
1693,"Pawn of Prophecy (The Belgariad, #1)",David Eddings,"fantasy, fiction, epic-fantasy, david-eddings, sci-fi-fantasy"
1694,"Lean Mean Thirteen (Stephanie Plum, #13)",Janet Evanovich,"mystery, janet-evanovich, fiction, humor, series"
1695,The Jungle Books,"Rudyard Kipling, Alev Lytle Croutier","classics, classic, childrens, short-stories, children-s"
1696,"Glass Houses (The Morganville Vampires, #1)",Rachel Caine,"ya, vampire, urban-fantasy, series, romance"
1697,Captivating: Unveiling the Mystery of a Woman's Soul,"John Eldredge, Stasi Eldredge","christian, non-fiction, nonfiction, christianity, spiritual"
1698,The Dark Tower: The Gunslinger Born,"Peter David, Robin Furth, Jae Lee, Richard Isanove, Stephen King","graphic-novels, fantasy, comics, graphic-novel, stephen-king"
1699,The Lake House,Kate Morton,"historical-fiction, fiction, mystery, book-club, read-in-2016"
1700,A Tale for the Time Being,Ruth Ozeki,"fiction, book-club, japan, contemporary, historical-fiction"
1701,"I Hope They Serve Beer in Hell (Tucker Max, #1)",Tucker Max,"non-fiction, humor, memoir, comedy, nonfiction"
1702,"Rule (Marked Men, #1)","Jay Crownover, Charlotte Connan de vries","series, college, romance, bad-boys, new-adult"
1703,"South of the Border, West of the Sun","Haruki Murakami, Philip Gabriel","fiction, japan, japanese, murakami, japanese-literature"
1704,Mother Night,Kurt Vonnegut Jr.,"fiction, classics, vonnegut, historical-fiction, literature"
1705,Influence: The Psychology of Persuasion,Robert B. Cialdini,"business, non-fiction, self-help, psychology, nonfiction"
1706,The Fall of the House of Usher and Other Tales ,"Edgar Allan Poe, Stephen Marlowe","fiction, short-stories, classic, gothic"
1707,Harriet the Spy (Harriet the Spy #1),Louise Fitzhugh,"childrens, fiction, children, children-s, children-s-books"
1708,The Paying Guests,Sarah Waters,"historical-fiction, fiction, book-club, historical, lgbt"
1709,"Forever Odd (Odd Thomas, #2)",Dean Koontz,"horror, dean-koontz, fiction, mystery, thriller"
1710,At Home: A Short History of Private Life,Bill Bryson,"non-fiction, history, nonfiction, humor, audiobooks"
1711,Sushi for Beginners,Marian Keyes,"chick-lit, fiction, romance, chicklit"
1712,"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,"mystery, mysteries, fiction, crime, canada"
1713,"Watermelon (Walsh Family, #1)",Marian Keyes,"chick-lit, fiction, romance, chicklit"
1714,The Kitchen God's Wife,Amy Tan,"fiction, historical-fiction, china, asia"
1715,Let the Right One In,John Ajvide Lindqvist,"horror, fiction, vampires, fantasy, paranormal"
1716,"The Rise of Nine (Lorien Legacies, #3)",Pittacus Lore,"young-adult, fantasy, sci-fi, science-fiction, ya"
1717,Essential Tales and Poems,"Edgar Allan Poe, Benjamin F. Fisher","classics, poetry, fiction, horror"
1718,"The Second Summer of the Sisterhood (Sisterhood, #2)",Ann Brashares,"young-adult, ya, fiction, chick-lit, series"
1719,Phantoms,Dean Koontz,"horror, dean-koontz, fiction, thriller, koontz"
1720,Amy & Roger's Epic Detour,Morgan Matson,"young-adult, contemporary, romance, ya, road-trip"
1721,My Utmost for His Highest,Oswald Chambers,"devotional, christianity, christian"
1722,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",Terry Pratchett,"fantasy, discworld, young-adult, fiction, humor"
1723,"Written in My Own Heart's Blood (Outlander, #8)",Diana Gabaldon,"historical-fiction, romance, fiction, time-travel, fantasy"
1724,Nightshade (Nightshade #1; Nightshade World #4),Andrea Cremer,"young-adult, paranormal, fantasy, werewolves, ya"
1725,Alice's Adventures in Wonderland,"Lewis Carroll, John Tenniel","classics, fantasy, fiction, childrens, classic"
1726,"Dragon Rider (Dragon Rider, #1)",Cornelia Funke,"fantasy, dragons, young-adult, fiction, adventure"
1727,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",Douglas Adams,"fiction, fantasy, science-fiction, sci-fi, mystery"
1728,Uprooted,Naomi Novik,"fantasy, young-adult, fiction, magic, ya"
1729,Seveneves,Neal Stephenson,"science-fiction, sci-fi, fiction, scifi, post-apocalyptic"
1730,Armada,Ernest Cline,"science-fiction, sci-fi, fiction, young-adult, scifi"
1731,"The Desert Spear (Demon Cycle, #2)",Peter V. Brett,"fantasy, epic-fantasy, fiction, high-fantasy"
1732,The Man in the Brown Suit,Agatha Christie,"mystery, agatha-christie, fiction, crime, mysteries"
1733,The Summons,John Grisham,"fiction, john-grisham, mystery, thriller, grisham"
1734,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"non-fiction, history, adventure, nonfiction, biography"
1735,"Size 12 Is Not Fat (Heather Wells, #1)",Meg Cabot,"chick-lit, mystery, fiction, romance, series"
1736,Dark Matter,Blake Crouch,"science-fiction, sci-fi, fiction, thriller, mystery"
1737,"Glass Sword (Red Queen, #2)",Victoria Aveyard,"fantasy, young-adult, ya, dystopia, series"
1738,When You Reach Me,Rebecca Stead,"young-adult, fiction, science-fiction, mystery, ya"
1739,The Bonfire of the Vanities,Tom Wolfe,"fiction, classics, 1001-books, literature, novels"
1740,In the Unlikely Event,Judy Blume,"fiction, historical-fiction, book-club, read-in-2015, adult-fiction"
1741,"Death on the Nile (Hercule Poirot, #17)",Agatha Christie,"mystery, agatha-christie, fiction, crime, classics"
1742,"Shiloh (Shiloh, #1)",Phyllis Reynolds Naylor,"fiction, childrens, young-adult, animals, newbery"
1743,"Siege and Storm (Shadow and Bone, #2)",Leigh Bardugo,"fantasy, young-adult, ya, romance, series"
1744,"The Redbreast (Harry Hole, #3)","Jo Nesbø, Don Bartlett","mystery, crime, fiction, thriller, scandinavian"
1745,"Leviathan (Leviathan, #1)",Scott Westerfeld,"steampunk, young-adult, fantasy, ya, science-fiction"
1746,Hide and Seek,James Patterson,"james-patterson, mystery, fiction, thriller"
1747,The Love Dare,"Stephen Kendrick, Alex Kendrick","christian, marriage, non-fiction"
1748,Goodnight Nobody,Jennifer Weiner,"chick-lit, fiction, mystery, chicklit, jennifer-weiner"
1749,The Death and Life of Charlie St. Cloud,Ben Sherwood,"fiction, romance, fantasy"
1750,How to Stop Worrying and Start Living,Dale Carnegie,"self-help, non-fiction, personal-development, psychology"
1751,"Born in Fire (Born In Trilogy, #1)",Nora Roberts,"romance, nora-roberts, contemporary-romance, contemporary, fiction"
1752,Animal Dreams,Barbara Kingsolver,fiction
1753,"Reason to Breathe (Breathing, #1)",Rebecca Donovan,"young-adult, romance, ya, new-adult, contemporary"
1754,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare,"fantasy, young-adult"
1755,"If Tomorrow Comes (Tracy Whitney Series, #1)",Sidney Sheldon,"fiction, sidney-sheldon, thriller, mystery, suspense"
1756,M.C. Escher: The Graphic Work,"M.C. Escher, Bruce Brooks Pfeiffer",art
1757,Pope Joan,Donna Woolfolk Cross,"historical-fiction, fiction, book-club, historical, history"
1758,Birdsong,Sebastian Faulks,"historical-fiction, fiction, war, classics, historical"
1759,"Faith of the Fallen (Sword of Truth, #6)",Terry Goodkind,"fantasy, sword-of-truth, fiction, terry-goodkind, epic-fantasy"
1760,"Keys to the Demon Prison (Fablehaven, #5)",Brandon Mull,"fantasy, fiction, fablehaven, series, ya"
1761,Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,"non-fiction, science, nonfiction, psychology, memory"
1762,While I Was Gone,Sue Miller,fiction
1763,"4th of July (Women's Murder Club, #4)","James Patterson, Maxine Paetro","james-patterson, mystery, fiction, crime, thriller"
1764,"The Time Paradox (Artemis Fowl, #6)",Eoin Colfer,"fantasy, young-adult, fiction, artemis-fowl, ya"
1765,Clifford the Big Red Dog,Norman Bridwell,"picture-books, children-s-books, children-s, childrens-books, childhood"
1766,"Bitterblue (Graceling Realm, #3)",Kristin Cashore,"fantasy, young-adult, ya, series, romance"
1767,The Sky Is Everywhere,Jandy Nelson,"young-adult, ya, contemporary, romance, fiction"
1768,"Wyrd Sisters (Discworld, #6; Witches #2)",Terry Pratchett,"fantasy, discworld, humor, fiction, humour"
1769,"Real (Real, #1)",Katy Evans,"romance, contemporary, contemporary-romance, series, sports"
1770,NOS4A2,Joe Hill,"horror, fiction, fantasy, thriller, paranormal"
1771,The Tenant of Wildfell Hall,"Anne Brontë, Stevie Davies","fiction, classic, romance, 19th-century, victorian"
1772,"The Black Stallion (The Black Stallion, #1)","Walter Farley, Keith Ward","classics, fiction, childrens, horses, young-adult"
1773,"Reckless (Thoughtless, #3)",S.C. Stephens,"romance, new-adult, series, contemporary-romance, contemporary"
1774,"The Grim Grotto (A Series of Unfortunate Events, #11)","Lemony Snicket, Brett Helquist","fiction, young-adult, childrens, series, fantasy"
1775,Strega Nona,Tomie dePaola,"picture-books, childrens, children-s-books, children-s, children"
1776,"Playing for Keeps (Neighbor from Hell, #1)",R.L. Mathewson,"romance, contemporary-romance, contemporary, funny, series"
1777,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,"David Bayles, Ted Orland","art, non-fiction, nonfiction, creativity"
1778,Frida: A Biography of Frida Kahlo,Hayden Herrera,"biography, non-fiction"
1779,"Bitten (Women of the Otherworld, #1)",Kelley Armstrong,"urban-fantasy, paranormal, fantasy, werewolves, paranormal-romance"
1780,"Born at Midnight (Shadow Falls, #1)",C.C. Hunter,"paranormal, vampires, fantasy, ya, werewolves"
1781,Don't Let the Pigeon Drive the Bus!,Mo Willems,"picture-books, childrens, children-s-books, children, children-s"
1782,"The Dream Thieves (The Raven Cycle, #2)",Maggie Stiefvater,"fantasy, young-adult, ya, paranormal, series"
1783,The Portrait of a Lady,"Henry James, Patricia Crick","classics, fiction, classic, literature, 19th-century"
1784,The Raven,"Edgar Allan Poe, Gustave Doré","poetry, classics, horror, clàssics, fiction"
1785,The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,"classics, fiction, short-stories, feminism, classic"
1786,Before the Fall,Noah Hawley,"fiction, mystery, thriller, book-club, mystery-thriller"
1787,هيبتا,محمد صادق,"روايات, novels, هيبتا"
1788,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,"comics, humor, graphic-novels, fiction"
1789,Dreamland,Sarah Dessen,"ya, young-adult, contemporary, romance, realistic-fiction"
1790,The Art Forger,B.A. Shapiro,"mystery, book-club, fiction, art, historical-fiction"
1791,"Austenland (Austenland, #1)",Shannon Hale,"romance, fiction, chick-lit, contemporary, adult"
1792,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"historical-fiction, africa, book-club, nigeria, war"
1793,One Night at the Call Center,Chetan Bhagat,"chetan-bhagat, indian-authors"
1794,At the Water's Edge,Sara Gruen,"historical-fiction, romance, historical, fiction, scotland"
1795,The Running Man,"Richard Bachman, Stephen King","stephen-king, horror, science-fiction, dystopia, sci-fi"
